Date,Open,High,Low,Close,Adj Close,Volume,Log_Open,Log_High,Log_Low,Log_Close,Log_Volume,Price_Change,Direction,RSI_7,RSI_14,RSI_21,EMA_9,EMA_21,EMA_55
2013-01-02,92.9499969482422,94.44000244140624,92.9499969482422,93.5,69.1230239868164,11590000,4.5320616813352,4.547964738068712,4.5320616813352,4.537961436294641,16.265653215315936,,-1,,,,93.5,93.5,93.5
2013-01-03,93.22000122070312,94.98999786376952,92.88999938964844,94.4000015258789,69.78838348388672,9329000,4.534962304039458,4.553771600413087,4.531415990828737,4.547541089315426,16.048638385943097,0.009625684768758358,1,,,,93.68000030517578,93.58181832053444,93.53214291163854
2013-01-04,94.56999969482422,94.91999816894533,94.04000091552734,94.91999816894533,70.17282104492188,5658600,4.549340297800438,4.553034412277058,4.543720233407378,4.553034412277058,15.548687069760032,0.005508438926495884,1,,,,93.9279998779297,93.70347103402634,93.58170917082806
2013-01-07,94.56999969482422,95.66999816894533,94.4000015258789,95.20999908447266,70.38719177246094,5368800,4.549340297800438,4.560904750550798,4.547541089315426,4.556084968681726,15.496114977826167,0.0030552140868267408,1,,,,94.18439971923829,93.84042812952144,93.63986238202965
2013-01-08,94.66999816894533,95.19000244140624,93.56999969482422,94.0,69.49266815185547,5616100,4.550397140799354,4.555874919910931,4.538709816026351,4.543294782270004,15.54114803079706,-0.01270873958731078,-1,,,,94.14751977539063,93.8549346632013,93.6527244398143
2013-01-09,94.0999984741211,94.7699966430664,94.0999984741211,94.44000244140624,69.81795501708984,3546100,4.54435803037583,4.551452868060202,4.54435803037583,4.547964738068712,15.081358966008278,0.0046808770362365415,1,,,,94.20601630859376,93.90812264303811,93.68084151129975
2013-01-10,95.11000061035156,95.19000244140624,94.2300033569336,95.08000183105467,70.29108428955078,4596400,4.555034122911617,4.555874919910931,4.545738637843557,4.5547186617500355,15.340783946365615,0.006776782857936814,1,68.08923442606496,,,94.38081341308595,94.01465711467597,93.73081152271956
2013-01-11,94.55999755859376,95.38999938964844,94.12000274658205,95.19000244140624,70.37240600585938,4288500,4.549234527839194,4.557973744758631,4.544570593040866,4.555874919910931,15.271447579412614,0.0011569268850775138,1,69.49452284751673,,,94.54265121875,94.12150668983327,93.78292548410123
2013-01-14,95.31999969482422,95.4800033569336,94.1500015258789,94.62999725341795,69.95841979980469,3685800,4.557239649028949,4.558916836629129,4.544889271310054,4.549974521495709,15.119998156380074,-0.00588302525081863,-1,55.08616389228094,,,94.56012042568359,94.16773310470461,93.8131780472911
2013-01-15,94.20999908447266,95.83000183105467,94.18000030517578,95.66999816894533,70.72726440429688,4789800,4.545526323342634,4.562575807462992,4.545207848055754,4.560904750550798,15.381999214861946,0.010990182243610036,1,69.00812142807634,,,94.78209597433593,94.30430265599921,93.8794930516359
2013-01-16,95.0999984741211,95.66999816894533,94.83000183105467,95.19000244140624,70.37240600585938,3809700,4.554928953506351,4.560904750550798,4.552085834204449,4.555874919910931,15.153061003845234,-0.005017202223537853,-1,59.1377130750747,,,94.86367726775,94.38482081830894,93.92629695841342
2013-01-17,95.70999908447266,96.29000091552734,95.08999633789062,95.6999969482422,70.74945068359375,4824100,4.561322776642176,4.567364480760213,4.554823773039318,4.561218266570112,15.38913474685921,0.005357647796572884,1,65.29153878028215,,,95.03094120384844,94.5043822846665,93.98964338662158
2013-01-18,96.43000030517578,97.62000274658205,96.08999633789062,97.62000274658205,72.16886901855469,8330900,4.568817359687032,4.581082418594445,4.5652852141779325,4.581082418594445,15.935482051524064,0.02006275715325523,1,79.10971485229592,,,95.54875351239517,94.787620508477,94.11929907804874
2013-01-22,96.38999938964844,97.7300033569336,96.0500030517578,97.72000122070312,72.24279022216797,8330100,4.568402455463772,4.582208608699803,4.564868920987161,4.582106258881385,15.935386018872888,0.0010243645903256215,1,79.60313447563912,76.48971525392157,,95.98300305405675,95.05420057322483,94.24789558314355
2013-01-23,97.4800033569336,97.72000122070312,96.5999984741211,96.8499984741211,71.59962463378906,4971000,4.579647263194157,4.582106258881385,4.5705787254226244,4.5731633740979305,15.41913158507681,-0.008903016124786056,-1,64.20937969890649,66.03920323046782,,96.15640213806962,95.21745492785176,94.34082782924989
2013-01-24,96.0,97.73999786376952,96.0,96.5999984741211,71.41481018066406,5816300,4.564348191467836,4.582310869985752,4.564348191467836,4.5705787254226244,15.576174878708386,-0.002581311346812276,-1,60.30008429558607,63.360307146963805,,96.24512140527992,95.34314070478534,94.42151249513816
2013-01-25,95.91999816894533,96.27999877929688,94.66000366210938,95.58000183105467,70.66072082519531,8902700,4.5635144916298644,4.567260600236193,4.5502915631650795,4.559963612307311,16.001865159481273,-0.010558971627102842,-1,46.751326583820266,53.775527389549175,,96.11209749043488,95.36467353444618,94.46288711427805
2013-01-28,98.05999755859376,98.73999786376952,96.43000030517578,97.4499969482422,72.0431900024414,15997500,4.585579511326022,4.592490111195812,4.568817359687032,4.5793393946374295,16.58794301799575,0.019564711041676786,1,64.03537873827835,64.40629216674796,,96.37967738199636,95.55424839024582,94.56956960834819
2013-01-29,97.91999816894533,99.1999969482422,97.72000122070312,98.5999984741211,72.89337158203125,6961900,4.58415080006452,4.597137983527139,4.582106258881385,4.591071246133144,15.755962983561767,0.011800939578168412,1,70.82889208577195,69.11105980588891,,96.82374160042131,95.8311347615072,94.71351349641151
2013-01-30,98.83000183105467,98.95999908447266,98.25,98.6500015258789,72.93035888671875,5681000,4.593401220915409,4.594715718832743,4.58751525074937,4.5915782479362255,15.552637831539265,0.0005071303502193203,1,71.10576156125529,69.30106741821115,,97.18899358551283,96.08739537645008,94.85410235460678
2013-01-31,97.98999786376952,98.70999908447266,97.9000015258789,98.38999938964844,72.73810577392578,7154500,4.584865410847232,4.592186249154877,4.583946565122561,4.588939166674284,15.783252087328927,-0.0026356019483918525,-1,67.23459260098682,66.993441696021,67.00438128673811,97.42919474633996,96.29672301401357,94.98038439157256
2013-02-01,99.0,99.6999969482422,98.9499969482422,99.48999786376952,73.55135345458984,6138500,4.59511985013459,4.602165646358386,4.594614641207161,4.600057115129457,15.630090970603032,0.011179982528151333,1,74.17442888464332,71.34135564451816,70.61137711751401,97.84135536982588,96.58702072762775,95.1414420155796
2013-02-04,98.76000213623048,98.87000274658205,97.91000366210938,98.26000213623048,72.64202880859375,5765000,4.592692686107502,4.5938058836887725,4.584048726768792,4.587617048481093,15.567315711685296,-0.012363008884805238,-1,58.116445418790256,61.57405302530164,62.57941449677814,97.9250847231068,96.73910994659163,95.2528191627457
2013-02-05,98.58000183105467,99.0999984741211,98.31999969482422,98.44000244140624,72.77508544921875,4178000,4.5908684198515335,4.596129425938577,4.588227462153876,4.589447250323812,15.245343221098649,0.0018318776843317952,1,59.60935667968109,62.38565137145286,63.22223725154729,98.0280682667667,96.89373653702933,95.36664713698357
2013-02-06,97.87000274658205,98.75,97.36000061035156,97.6999969482422,72.22801208496094,4489600,4.583640095501302,4.592591403781231,4.578415454948289,4.581901527812731,15.317274168890279,-0.007517325018398968,-1,50.90632269360103,57.050773331718446,58.85773043594955,97.96245400306181,96.96703293804867,95.44998105881425
2013-02-07,97.41999816894533,98.16000366210938,95.20999908447266,96.11000061035156,71.05255126953125,6210100,4.579031509582927,4.586598837710208,4.556084968681726,4.565493375185745,15.64168755683959,-0.01627427213465482,-1,37.267095559582565,47.62674566192616,50.92619886922758,97.59196332451977,96.88912090825802,95.47355318565486
2013-02-08,96.0999984741211,97.5,96.0999984741211,96.8499984741211,71.59962463378906,3934200,4.565389300098214,4.579852378003801,4.565389300098214,4.5731633740979305,15.185218115479765,0.007699488701177204,1,45.23432960984369,51.63133633051529,53.9582007958418,97.44357035444004,96.88556432333648,95.52271194595724
