Date,Open,High,Low,Close,Adj Close,Volume,Log_Open,Log_High,Log_Low,Log_Close,Log_Volume,Price_Change,Direction,RSI_7,RSI_14,RSI_21,EMA_9,EMA_21,EMA_55
2013-01-02,110.2699966430664,110.41999816894533,108.73999786376952,110.38999938964844,69.48190307617188,6144100,4.702931873327732,4.704291260273262,4.688959692072469,4.704019544501213,15.631002829718858,,-1,,,,110.38999938964844,110.38999938964844,110.38999938964844
2013-01-03,110.13999938964844,110.91999816894533,109.51000213623048,109.91999816894533,69.1860580444336,6817000,4.701752278292738,4.708809204239691,4.69601588879484,4.699752811815973,15.734930050344923,-0.004257643113522724,-1,,,,110.29599914550782,110.34727200594816,110.37321363176619
2013-01-04,109.98999786376952,110.62000274658205,109.9000015258789,110.5,69.5511245727539,4414500,4.700389433146983,4.7061009293955145,4.699570875293824,4.705015520957808,15.300405135323775,0.005276581520345491,1,,,,110.33679931640626,110.36115636904377,110.37774171634597
2013-01-07,110.0199966430664,110.08999633789062,109.19000244140624,109.75,69.07908630371094,4861000,4.700662136935281,4.701298179817624,4.693089506385222,4.698205051955281,15.396754736027592,-0.006787330316742057,-1,,,,110.21943945312502,110.3055966991307,110.35532236933362
2013-01-08,109.4800033569336,109.69000244140624,109.0999984741211,109.26000213623048,68.7706527709961,6325400,4.695741914835006,4.69765822768057,4.692264878852967,4.693730382519379,15.660083831684943,-0.004464673018401033,-1,,,,110.02755198974612,110.21054264795795,110.31620378957994
2013-01-09,109.72000122070312,110.08000183105467,109.1999969482422,109.54000091552734,68.94688415527344,4558600,4.697931677195023,4.701207390818888,4.693181035364304,4.696289787713503,15.332526116807175,0.002562683267640198,1,,,,109.93004177490236,110.14958430864607,110.28848225836379
2013-01-10,110.19000244140624,110.76000213623048,110.08999633789062,110.47000122070312,69.53224182128906,5276400,4.702206170656018,4.7073657175897825,4.701298179817624,4.704744001934271,15.478754604956901,0.008490052012076976,1,58.55399552936769,,,110.03803366406252,110.17871311883307,110.29496507844733
2013-01-11,111.1999969482422,112.08000183105467,110.8000030517578,111.7300033569336,70.32532501220703,5456300,4.711330354372617,4.719212918365785,4.707726801856124,4.716085276604297,15.51228146233104,0.011405830744159795,1,73.7746717413032,,,110.37642760263674,110.31973950411493,110.34621644553613
2013-01-14,111.37999725341795,112.9499969482422,111.3499984741211,112.8499984741211,71.03025817871094,6373900,4.71294775350196,4.72694521589535,4.712678379999929,4.7260594897422425,15.667722085100861,0.01002412139566089,1,81.00770380192353,,,110.87114177693361,110.54976304684276,110.4356372322713
2013-01-15,112.26000213623048,113.47000122070312,112.1500015258789,113.44000244140624,71.40164947509766,5637600,4.720817628543364,4.7315384955608355,4.719837274571914,4.731274084305381,15.54496900099495,0.005228214224747507,1,83.76041135048524,,,111.38491390982814,110.81251208271216,110.5429359897404
2013-01-16,113.30999755859376,114.33000183105467,113.16999816894533,113.97000122070312,71.73523712158203,6148500,4.730127403846219,4.739089019569401,4.728891096798168,4.735935266578385,15.631718707594638,0.00467206248140406,1,85.9018748977693,,,111.90193137200313,111.09955654980224,110.6653311765605
2013-01-17,114.7300033569336,115.86000061035156,114.58999633789062,114.73999786376952,72.21988677978516,6966000,4.742581571070474,4.752382570936487,4.741360508479988,4.742668680555715,15.756551729908084,0.006756134375881073,1,88.47730845492936,,,112.46954467035641,111.4305057601629,110.81085498681796
2013-01-18,115.2300033569336,115.23999786376952,114.05999755859376,115.23999786376952,72.53460693359375,8538000,4.746930160158385,4.747016891679097,4.736724604323814,4.747016891679097,15.960037346300044,0.004357678310170865,1,89.87811553481507,,,113.02363530903905,111.77682322412713,110.96903866099481
2013-01-22,115.11000061035156,115.94000244140624,114.52999877929688,115.91000366210938,72.95630645751953,5398000,4.745888198229304,4.753072836969084,4.740836786751255,4.7528140594950745,15.501539072560087,0.00581400391148823,1,91.49460921358651,86.65244989538374,,113.60090897965313,112.15256690030733,111.14550169674891
2013-01-23,115.3499984741211,115.9000015258789,114.93000030517578,115.01000213623048,72.38982391357422,5031800,4.74797097139151,4.752727763511184,4.744323250035986,4.7450190996787915,15.431288330944554,-0.007764657902198824,-1,73.17936392590258,74.61744016502085,,113.88272761096862,112.4123337399367,111.28351956958754
2013-01-24,115.48999786376952,116.37000274658205,115.27999877929688,115.5,72.6982421875,4895800,4.749183927629892,4.756774793722134,4.747363941102239,4.749270529961848,15.403888252666725,0.00426048043359839,1,76.20490100204492,76.5287758372457,,114.20618208877491,112.69303067266972,111.43410815638799
