ticker,price change,return,outperform,apy,# of long,# of short,# of hold,hit rate,sharpe,sortino,max drawdown
AAPL,0.007365459603898561,0.9396610260009766,0.932295566397078,0.3982866392438875,230,268,0,0.5231388329979879,1.3536853257261332,1.459444119753028,0.2752996512604623
AXP,0.22046921344507808,0.20512354373931885,-0.015345669705759235,0.0990157783068828,263,235,0,0.5030181086519114,0.45627671583151463,0.4841027360190677,0.32622441011441766
BA,-0.07882387118420486,0.23488092422485352,0.3137047954090584,0.11266518497305911,253,245,0,0.5171026156941649,0.48128473563131957,0.4973790955686406,0.2961022815542251
CAT,0.23573711340327863,0.03799021244049072,-0.1977469009627879,0.019046915925691188,228,270,0,0.5130784708249497,0.2185063143872843,0.22552733306496828,0.38409721673704394
CSCO,0.05026452267676018,0.7448720932006836,0.6946075705239234,0.32537326407425726,223,275,0,0.5214723926380368,1.2450768092814952,1.4521184830159353,0.20049820164551335
CVX,0.9594979092043732,-0.024592936038970947,-0.9840908452433441,-0.012521149033341339,238,260,0,0.49899396378269617,0.0958981825158727,0.10220847324905244,0.38955259858560787
DD,-0.18278168004202977,0.04160130023956299,0.22438298028159276,0.02083932644186648,239,259,0,0.5121457489878543,0.22181490394608253,0.22903900440148436,0.4835997607590463
DIS,-0.5148807916132807,0.19537639617919922,0.7102571877924799,0.09450873939036697,274,224,0,0.5241935483870968,0.4855870128138973,0.4600998393371325,0.41181978996708074
GE,-0.08526199381769828,-0.035970985889434814,0.049291007928263464,-0.018366864631396806,217,281,0,0.5030674846625767,0.12877929370618496,0.12987899812023368,0.36251874756713215
GS,0.16863499497986179,0.37227344512939453,0.20363845014953275,0.1736761662085573,255,243,0,0.5231388329979879,0.6885139187229783,0.7352220027035652,0.2025692288995094
HD,0.16454659350909373,-0.09577864408493042,-0.26032523759402415,-0.049671016085922615,236,262,0,0.5070707070707071,-0.08712052555038073,-0.08143573529486793,0.31654676476121396
IBM,0.14614200697340052,0.24895691871643066,0.10281491174303015,0.11906507050944692,221,277,0,0.5321285140562249,0.6017389925014826,0.5823544318776934,0.21800067346107527
INTC,-0.4871944152951446,0.8346879482269287,1.3218823635220733,0.35946749562801505,195,303,0,0.5314401622718052,1.1231712543439878,1.245389674798622,0.30208003032789454
JNJ,0.10842692670342746,-0.12054586410522461,-0.22897279080865207,-0.06293323989707789,234,264,0,0.48185483870967744,-0.29109433915053845,-0.27653583483069705,0.34801928811062166
JPM,-0.028612798702809528,0.22018790245056152,0.24880070115337105,0.10594619886951717,222,276,0,0.537525354969574,0.5037523726011147,0.5008565762903666,0.32152498636964605
KO,0.26713146700412294,0.42628049850463867,0.15914903150051574,0.19682710846528728,241,257,0,0.5100806451612904,1.0231833316864456,1.2387802595302198,0.16916870369138814
MCD,0.2301265183912824,-0.13117539882659912,-0.3613019172178815,-0.06868161585075239,242,256,0,0.5311871227364185,-0.27401621076280036,-0.24377664231009072,0.29607340759635137
MMM,-0.27409203432012896,0.5226138830184937,0.7967059173386226,0.23707158406049378,232,266,0,0.5432595573440644,1.0218540699878629,1.0211223265438434,0.2694202892617559
MRK,0.36794815837694883,0.11918628215789795,-0.24876187621905088,0.058633862947842896,229,269,0,0.5060483870967742,0.38248183803693886,0.4153313045763562,0.252571047781959
MSFT,0.10267139301606432,0.16465246677398682,0.0619810737579225,0.08018203146593317,233,265,0,0.5101214574898786,0.4525738399977012,0.45918966007337264,0.2736549832636028
NKE,-0.204284259041831,0.08099126815795898,0.28527552719979,0.04019518963883084,248,250,0,0.5141129032258065,0.30177677012225207,0.30365474072248244,0.24548595436789086
PFE,0.35663227581280976,0.7032320499420166,0.34659977412920684,0.3092727414491998,257,241,0,0.5303643724696356,1.3748376995419638,1.4406387885060283,0.14620147683712229
PG,0.09945586396842732,0.4854428768157959,0.3859870128473686,0.2216962888001024,250,248,0,0.5090543259557344,1.1933697491452606,1.351370614014211,0.11464422370216598
RTX,0.44584518275896845,0.13406836986541748,-0.31177681289355097,0.06573387648902651,252,246,0,0.5313131313131313,0.38673675384755,0.3756410767004193,0.26428488775948006
TRV,0.3642582804721688,0.20479333400726318,-0.1594649464649056,0.0988633860792334,218,280,0,0.5150905432595574,0.5906151258023407,0.6043172431585186,0.17061689177146952
UNH,0.46966040935767506,0.3451519012451172,-0.12450850811255787,0.16188032037871225,238,260,0,0.4939759036144578,0.765732746294067,0.8550117848993175,0.18288425090332086
VZ,-0.31430556641749197,0.28771543502807617,0.6020210014455681,0.13650543340185606,217,281,0,0.516260162601626,0.8101477019276992,0.8317014347116916,0.12000993827605834
WBA,-0.2167714882013495,-0.24479550123214722,-0.028024013030797712,-0.13244356911248256,227,271,0,0.4838709677419355,-0.34093069589235836,-0.3383457656773953,0.4612791762739849
WMT,-0.037341350076458446,1.1441636085510254,1.181504958627484,0.4710400269212711,231,267,0,0.5,1.885359423512547,2.6683398911130225,0.14669965527467868
XOM,1.3548249934338177,-0.06501460075378418,-1.4198395941876019,-0.03344507081515413,231,267,0,0.47474747474747475,0.009120532875148607,0.010098301523226582,0.314019939184005
