Date,Open,High,Low,Close,Adj Close,Volume
2013-01-02,22.976667404174805,23.079999923706055,22.816667556762695,23.079999923706055,18.145231246948242,31172400
2013-01-03,23.083332061767578,23.116666793823242,22.793333053588867,22.933332443237305,18.029922485351562,26730300
2013-01-04,22.90999984741211,23.059999465942383,22.780000686645508,23.020000457763672,18.098060607910156,19314000
2013-01-07,22.94333267211914,22.97333335876465,22.709999084472656,22.799999237060547,17.925094604492188,18604200
2013-01-08,22.760000228881836,22.963333129882812,22.73666763305664,22.863332748413086,17.974889755249023,17600700
2013-01-09,22.886667251586914,22.90333366394043,22.739999771118164,22.856666564941406,17.969648361206055,15165600
2013-01-10,22.886667251586914,23.010000228881836,22.573333740234375,22.786666870117188,17.914615631103516,34361400
2013-01-11,22.866666793823242,22.93000030517578,22.73666763305664,22.876667022705078,17.985376358032227,18673500
2013-01-14,22.829999923706055,22.889999389648438,22.703332901000977,22.766666412353516,17.898895263671875,16471200
2013-01-15,22.729999542236328,23.079999923706055,22.700000762939453,22.99333381652832,18.077096939086914,18421200
2013-01-16,22.979999542236328,23.123332977294922,22.963333129882812,23.06999969482422,18.137365341186523,14753700
2013-01-17,23.100000381469727,23.106666564941406,22.90333366394043,22.950000762939453,18.04302215576172,21697800
2013-01-18,22.950000762939453,23.066667556762695,22.950000762939453,23.066667556762695,18.13474464416504,23440200
2013-01-22,23.016666412353516,23.21666717529297,22.98666763305664,23.19333267211914,18.234333038330078,17243700
2013-01-23,23.1299991607666,23.213333129882812,23.049999237060547,23.163333892822266,18.210744857788086,19096200
2013-01-24,23.21666717529297,23.329999923706055,23.116666793823242,23.26333236694336,18.28936004638672,27417000
2013-01-25,23.303333282470703,23.333332061767578,22.976667404174805,23.0,18.082338333129883,23903100
2013-01-28,23.02666664123535,23.166667938232422,22.933332443237305,23.116666793823242,18.17405891418457,21164400
2013-01-29,23.06999969482422,23.399999618530273,23.066667556762695,23.296667098999023,18.315574645996094,28682700
2013-01-30,23.373332977294922,23.373332977294922,23.166667938232422,23.25,18.278881072998047,21061800
