Date,Open,High,Low,Close,Adj Close,Volume
2013-01-02,24.22201156616211,24.582542419433594,24.032257080078125,24.582542419433594,16.196807861328125,35332399
2013-01-03,24.648956298828125,24.658443450927734,24.25047492980957,24.525617599487305,16.159299850463867,35580300
2013-01-04,24.525617599487305,24.658443450927734,24.440227508544922,24.629980087280273,16.228057861328125,30149565
2013-01-07,24.582542419433594,24.715370178222656,24.44971466064453,24.648956298828125,16.24056053161621,27172015
2013-01-08,24.667932510375977,24.905122756958008,24.648956298828125,24.686906814575195,16.265565872192383,32734078
2013-01-09,24.876659393310547,25.199241638183594,24.84819793701172,25.11385154724121,16.546873092651367,36057551
2013-01-10,25.16128921508789,25.398481369018555,25.03795051574707,25.388994216918945,16.728158950805664,35926433
2013-01-11,25.370019912719727,25.455408096313477,25.142314910888672,25.16128921508789,16.578128814697266,29319856
2013-01-14,25.246679306030273,25.502845764160156,25.18975257873535,25.370019912719727,16.715656280517578,25330360
2013-01-15,25.227703094482422,25.275142669677734,25.142314910888672,25.256166458129883,16.6406307220459,31553914
2013-01-16,25.170778274536133,25.256166458129883,25.142314910888672,25.246679306030273,16.63438606262207,30049856
2013-01-17,25.379507064819336,25.57874870300293,25.265655517578125,25.455408096313477,16.77191734313965,39122372
2013-01-18,25.218215942382812,25.303604125976562,24.99051284790039,25.180265426635742,16.590625762939453,57740228
2013-01-22,25.208728790283203,25.313093185424805,25.06641387939453,25.313093185424805,16.678146362304688,34011315
2013-01-23,25.16128921508789,25.370019912719727,25.094877243041992,25.284629821777344,16.65938949584961,32838951
2013-01-24,25.493358612060547,25.90132713317871,25.464895248413086,25.474382400512695,16.78441047668457,46845030
2013-01-25,25.59772300720215,25.616697311401367,25.388994216918945,25.616697311401367,16.8781795501709,54951871
2013-01-28,25.71157455444336,25.74952507019043,25.464895248413086,25.464895248413086,16.778162002563477,48228194
2013-01-29,25.559772491455078,26.41366195678711,25.464895248413086,26.280834197998047,17.31576156616211,80102314
2013-01-30,26.119544982910156,26.25237274169922,25.986717224121094,26.100568771362305,17.347291946411133,47638060
2013-01-31,26.015180587768555,26.157495498657227,25.882352828979492,25.882352828979492,17.20225715637207,34747323
2013-02-01,26.166982650756836,26.37571144104004,25.967742919921875,26.214420318603516,17.42296600341797,36676987
2013-02-04,25.967742919921875,26.072105407714844,25.77798843383789,25.77798843383789,17.132892608642578,32521802
2013-02-05,25.844402313232422,26.185958862304688,25.834915161132812,26.100568771362305,17.347291946411133,28883711
2013-02-06,26.015180587768555,26.091081619262695,25.891841888427734,25.920303344726562,17.22748565673828,29236801
2013-02-07,25.929790496826172,25.958253860473633,25.55028533935547,25.57874870300293,17.000469207763672,40492677
2013-02-08,25.57874870300293,25.645160675048828,25.417457580566406,25.502845764160156,16.95002555847168,39466608
2013-02-11,25.5123348236084,25.834915161132812,25.5123348236084,25.74952507019043,17.113977432250977,27722308
2013-02-12,25.74952507019043,25.7874755859375,25.607210159301758,25.607210159301758,17.019392013549805,22303062
2013-02-13,25.62618637084961,25.796964645385742,25.455408096313477,25.616697311401367,17.025693893432617,25194816
2013-02-14,25.531309127807617,25.74952507019043,25.436433792114258,25.67362403869629,17.06353187561035,25517235
2013-02-15,25.75901222229004,26.024667739868164,25.73055076599121,25.891841888427734,17.20856475830078,31177636
2013-02-19,25.996204376220703,26.29032325744629,25.977230072021484,26.29032325744629,17.47340965270996,29956788
2013-02-20,26.233396530151367,26.32827377319336,26.138519287109375,26.157495498657227,17.385133743286133,27465343
2013-02-21,26.005693435668945,26.129032135009766,25.834915161132812,26.005693435668945,17.284238815307617,25840918
2013-02-22,26.072105407714844,26.091081619262695,25.74003791809082,25.977230072021484,17.265317916870117,31332153
2013-02-25,25.81593894958496,25.948766708374023,25.464895248413086,25.464895248413086,16.9247989654541,37458528
2013-02-26,25.5123348236084,25.71157455444336,25.445920944213867,25.645160675048828,17.04461669921875,31605244
2013-02-27,25.55028533935547,26.129032135009766,25.540796279907227,26.005693435668945,17.284238815307617,25699787
2013-02-28,25.967742919921875,26.223909378051758,25.958253860473633,25.967742919921875,17.25900650024414,31720341
2013-03-01,25.7874755859375,26.043643951416016,25.75901222229004,25.986717224121094,17.271623611450195,30636302
2013-03-04,25.910816192626953,26.280834197998047,25.863378524780273,26.271347045898438,17.46079444885254,26275271
2013-03-05,26.347248077392578,26.755218505859375,26.347248077392578,26.631879806518555,17.700420379638672,32779716
2013-03-06,26.660341262817383,26.764705657958984,26.49905014038086,26.679317474365234,17.731950759887695,28585850
2013-03-07,26.736242294311523,26.925996780395508,26.679317474365234,26.821632385253906,17.8265380859375,29190319
2013-03-08,26.878557205200195,26.907020568847656,26.603416442871094,26.745731353759766,17.776092529296875,28489198
2013-03-11,26.717267990112305,26.859582901000977,26.660341262817383,26.802656173706055,17.813926696777344,26867830
2013-03-12,26.783681869506836,26.783681869506836,26.45161247253418,26.5085391998291,17.618446350097656,31315816
2013-03-13,26.49905014038086,26.64136505126953,26.37571144104004,26.584440231323242,17.668895721435547,26071955
2013-03-14,26.603416442871094,26.669828414916992,26.45161247253418,26.669828414916992,17.72564125061035,29284547
2013-03-15,26.41366195678711,26.622390747070312,26.33776092529297,26.584440231323242,17.668895721435547,66547874
2013-03-18,26.31878662109375,26.793169021606445,26.31878662109375,26.603416442871094,17.68149757385254,30906547
2013-03-19,26.660341262817383,26.783681869506836,26.47058868408203,26.55597686767578,17.64997100830078,28572570
2013-03-20,26.726755142211914,26.944971084594727,26.669828414916992,26.840606689453125,17.839147567749023,32354006
2013-03-21,26.726755142211914,26.869070053100586,26.59392738342285,26.669828414916992,17.72564125061035,24856693
2013-03-22,26.679317474365234,26.935483932495117,26.669828414916992,26.925996780395508,17.89590072631836,24346346
2013-03-25,26.99241065979004,27.049335479736328,26.546489715576172,26.717267990112305,17.757169723510742,32376350
2013-03-26,26.812143325805664,27.191650390625,26.783681869506836,27.13472557067871,18.034624099731445,33567476
2013-03-27,27.05882453918457,27.191650390625,26.99241065979004,27.17267608642578,18.05985450744629,24848999
2013-03-28,27.191650390625,27.419355392456055,27.15369987487793,27.381404876708984,18.19858169555664,29449919
2013-04-01,27.277040481567383,27.362428665161133,27.21062660217285,27.362428665161133,18.18596649169922,20320698
2013-04-02,27.485769271850586,27.81783676147461,27.457305908203125,27.73244857788086,18.431896209716797,25743845
2013-04-03,27.73244857788086,27.836811065673828,27.400379180908203,27.542694091796875,18.305776596069336,36399679
2013-04-04,27.685009002685547,27.93168830871582,27.552181243896484,27.666034698486328,18.38775062561035,32182941
2013-04-05,27.476280212402344,27.7039852142334,27.438329696655273,27.609107971191406,18.349918365478516,32083655
2013-04-08,27.495256423950195,27.675521850585938,27.17267608642578,27.666034698486328,18.38775062561035,27358994
2013-04-09,27.542694091796875,27.84630012512207,27.466793060302734,27.618595123291016,18.35622215270996,29030744
2013-04-10,27.979127883911133,28.462997436523438,27.94117546081543,28.387096405029297,18.86699676513672,43192288
2013-04-11,28.396583557128906,29.24098777770996,28.387096405029297,29.070209503173828,19.32101058959961,57609954
2013-04-12,28.889942169189453,29.29791259765625,28.889942169189453,29.09867286682129,19.33993148803711,41170399
2013-04-15,29.041746139526367,29.40227699279785,28.889942169189453,28.889942169189453,19.20120620727539,49449991
2013-04-16,28.975332260131836,29.40227699279785,28.918405532836914,29.354839324951172,19.510183334350586,33158418
2013-04-17,29.22201156616211,29.354839324951172,28.965843200683594,29.28842544555664,19.466045379638672,33984649
2013-04-18,29.26944923400879,29.354839324951172,28.918405532836914,29.022769927978516,19.289485931396484,33504236
2013-04-19,29.155597686767578,29.468690872192383,29.041746139526367,29.468690872192383,19.585859298706055,30811582
2013-04-22,29.4876651763916,29.506641387939453,29.18406105041504,29.34535026550293,19.503883361816406,27501917
2013-04-23,29.392789840698242,29.554079055786133,29.060720443725586,29.4876651763916,19.598466873168945,35064683
2013-04-24,29.4876651763916,29.535104751586914,28.994306564331055,29.032257080078125,19.295791625976562,33218813
2013-04-25,29.079696655273438,29.089183807373047,28.387096405029297,28.70967674255371,19.081392288208008,37503850
2013-04-26,27.73244857788086,28.62428855895996,27.314990997314453,28.54838752746582,18.97419548034668,56938556
2013-04-29,28.57685089111328,29.013282775878906,28.396583557128906,28.870967864990234,19.188589096069336,29225944
2013-04-30,27.91271209716797,28.35863494873047,27.542694091796875,27.580644607543945,18.331003189086914,73771463
2013-05-01,27.352941513061523,28.206830978393555,27.324478149414062,27.419355392456055,18.223804473876953,47523595
2013-05-02,27.542694091796875,27.82732391357422,27.504743576049805,27.770397186279297,18.45711326599121,33580651
2013-05-03,28.017078399658203,28.111953735351562,27.229602813720703,27.476280212402344,18.261638641357422,46189758
2013-05-06,27.447818756103516,27.447818756103516,27.229602813720703,27.248577117919922,18.110301971435547,34897518
2013-05-07,27.409866333007812,27.685009002685547,27.352941513061523,27.542694091796875,18.305776596069336,32626043
